Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Bug type (product.metafields.shopify.bug-type),Chocolate type (product.metafields.shopify.chocolate-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Ingredient category (product.metafields.shopify.ingredient-category),Ingredients (product.metafields.shopify.ingredients),Lubricant application (product.metafields.shopify.lubricant-application),Material (product.metafields.shopify.material),Pasta type (product.metafields.shopify.pasta-type),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
8-38206000254,GIDDY-YO   Dark Chocolate Bars - Strawberry 80%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Strawberry 80%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240057,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000254,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000230,GIDDY-YO   Crunchy Dark Chocolate Bars - Orange Crunchy 78%   60 g,<p>GIDDY-YO   Crunchy Dark Chocolate Bars - Orange Crunchy 78%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240068,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000230,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000223,GIDDY-YO   Crunchy Dark Chocolate Bars - Mint Crunchy 78%   60 g,<p>GIDDY-YO   Crunchy Dark Chocolate Bars - Mint Crunchy 78%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240067,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000223,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000216,GIDDY-YO   Crunchy Dark Chocolate Bars - Vanilla Salt Crunchy 84%   60 g,<p>GIDDY-YO   Crunchy Dark Chocolate Bars - Vanilla Salt Crunchy 84%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240065,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000216,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000209,GIDDY-YO   Crunchy Dark Chocolate Bars - Xdark Crunchy 90%   60 g,<p>GIDDY-YO   Crunchy Dark Chocolate Bars - Xdark Crunchy 90%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240066,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000209,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000193,GIDDY-YO   Dark Chocolate Bars - Raspberry 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Raspberry 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240050,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000193,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000186,GIDDY-YO   Dark Chocolate Bars - Sweet Vanilla Salt 71%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Sweet Vanilla Salt 71%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240053,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000186,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000162,GIDDY-YO   Dark Chocolate Bars - Mint Hundo 100%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Mint Hundo 100%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240051,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000162,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000131,GIDDY-YO   Dark Chocolate Bars - Maca 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Maca 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240054,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000131,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000100,GIDDY-YO   Dark Chocolate Bars - Chaga 85%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Chaga 85%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240056,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000100,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000070,GIDDY-YO   Dark Chocolate Bars - Vanilla Salt 82%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Vanilla Salt 82%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240045,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000070,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000063,GIDDY-YO   Dark Chocolate Bars - Ginger Lemon 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Ginger Lemon 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240055,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000063,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000049,GIDDY-YO   Dark Chocolate Bars - Orange 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Orange 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240049,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000049,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000032,GIDDY-YO   Dark Chocolate Bars - Xdark 89%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Xdark 89%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240046,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000032,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000025,GIDDY-YO   Dark Chocolate Bars - Mint 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Mint 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240048,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000025,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8-38206000018,GIDDY-YO   Dark Chocolate Bars - Original 76%   60 g,<p>GIDDY-YO   Dark Chocolate Bars - Original 76%   60 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'240052,3269,shopify,continue,manual,7.99,9.59,TRUE,TRUE,8 38206000018,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.3,active
8.81E+12,Elan Organics   Pitted Prunes   225 g,<p>Elan Organics   Pitted Prunes   225 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907131,3269,shopify,continue,manual,6.99,8.39,TRUE,TRUE,'8805509080450,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.89,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Sensitive skin Monoï   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Sensitive skin Monoï   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520002,3269,shopify,continue,manual,27.99,33.59,TRUE,TRUE,'3760341009434,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16.74,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Sensitive Skin Aloe Vera   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Sensitive Skin Aloe Vera   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520001,3269,shopify,continue,manual,27.99,33.59,TRUE,TRUE,'3760341009427,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16.74,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Palmarosa   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Balm DEODORANT Palmarosa   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520000,3269,shopify,continue,manual,27.99,33.59,TRUE,TRUE,'3760341009410,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16.74,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Night FACE CREAM collagen   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Night FACE CREAM collagen   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520006,3269,shopify,continue,manual,52.99,63.59,TRUE,TRUE,'3760341009052,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,31.98,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Anti-ageing collagen SERUM   30 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Anti-ageing collagen SERUM   30 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520011,3269,shopify,continue,manual,63.99,76.79,TRUE,TRUE,'3760341007416,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,38.18,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Healthy glow FACE CREAM   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Healthy glow FACE CREAM   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520004,3269,shopify,continue,manual,36.99,44.39,TRUE,TRUE,'3760341007119,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,22.12,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Cleansing oil   100 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Cleansing oil   100 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520003,3269,shopify,continue,manual,23.99,28.79,TRUE,TRUE,'3760341007089,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.51,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Hydrating SERUM 48H   30 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Hydrating SERUM 48H   30 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520009,3269,shopify,continue,manual,26.99,32.39,TRUE,TRUE,'3760341007065,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16.43,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Anti-dark spots SERUM   30 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Anti-dark spots SERUM   30 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520010,3269,shopify,continue,manual,63.99,76.79,TRUE,TRUE,'3760341007041,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,38.18,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Eye contour   10 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Eye contour   10 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520012,3269,shopify,continue,manual,33.99,40.79,TRUE,TRUE,'3760341003470,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,20.25,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Anti-ageing FACE CREAM   50 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Anti-ageing FACE CREAM   50 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520005,3269,shopify,continue,manual,52.99,63.59,TRUE,TRUE,'3760341003463,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,31.98,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Global anti-ageing SERUM   30 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Global anti-ageing SERUM   30 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520008,3269,shopify,continue,manual,63.99,76.79,TRUE,TRUE,'3760341003456,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,38.18,active
3.76E+12,ENDRO cosmétiques - NEW BRAND!   Organic Anti-imperfections SERUM   30 ml,<p>ENDRO cosmétiques - NEW BRAND!   Organic Anti-imperfections SERUM   30 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'520007,3269,shopify,continue,manual,63.99,76.79,TRUE,TRUE,'3760341001490,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,38.18,active
9.90E+11,Hawthorn Homeopathics - NEW BRAND!   First Aid Kit   15 ml,<p>Hawthorn Homeopathics - NEW BRAND!   First Aid Kit   15 ml</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'303050,3269,shopify,continue,manual,175,210,TRUE,TRUE,'990331279229,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,106,active
9.90E+11,VEGAIN - NEW BRAND   Plant-Based MASS GAINER - Chocolate Milkshake - Coming Soon   Single Serving- 30 g,<p>VEGAIN - NEW BRAND   Plant-Based MASS GAINER - Chocolate Milkshake - Coming Soon   Single Serving- 30 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'101005,3269,shopify,continue,manual,4.99,5.99,TRUE,TRUE,'990312460527,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.24,active
9.90E+11,VEGAIN - NEW BRAND   Plant-Based MASS GAINER - Vanilla Cake - Coming Soon   Single Serving- 30 g,<p>VEGAIN - NEW BRAND   Plant-Based MASS GAINER - Vanilla Cake - Coming Soon   Single Serving- 30 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'101006,3269,shopify,continue,manual,4.99,5.99,TRUE,TRUE,'990312460473,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.24,active
8.58E+11,Health Garden - NEW BRAND!   Date Syrup   16 oz/ 453g,<p>Health Garden - NEW BRAND!   Date Syrup   16 oz/ 453g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307603,3269,shopify,continue,manual,13.74,16.49,TRUE,TRUE,'857722006823,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.24,active
8.58E+11,Health Garden - NEW BRAND!   Stevia Sweetener Blend - Packets   100 ct,<p>Health Garden - NEW BRAND!   Stevia Sweetener Blend - Packets   100 ct</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307604,3269,shopify,continue,manual,16.88,20.26,TRUE,TRUE,'857722006588,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.13,active
8.58E+11,Health Garden - NEW BRAND!   ORGANIC Blue Agave   23 oz/ 660g,<p>Health Garden - NEW BRAND!   ORGANIC Blue Agave   23 oz/ 660g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307600,3269,shopify,continue,manual,13.71,16.45,TRUE,TRUE,'857722006274,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.22,active
8.58E+11,Health Garden - NEW BRAND!   ORGANIC Raw Agave   23 oz/ 660g,<p>Health Garden - NEW BRAND!   ORGANIC Raw Agave   23 oz/ 660g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307601,3269,shopify,continue,manual,13.71,16.45,TRUE,TRUE,'857722006250,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.22,active
8.58E+11,Health Garden - NEW BRAND!   Stevia Sweetener Blend   12oz/ 341g,<p>Health Garden - NEW BRAND!   Stevia Sweetener Blend   12oz/ 341g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307605,3269,shopify,continue,manual,28.83,34.6,TRUE,TRUE,'857722006106,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.3,active
8.50E+11,BiOptimizers   Probiotic Breakthrough - Shelf stable probiotic (Formerly P3-OM) - NEW   120 Cap,<p>BiOptimizers   Probiotic Breakthrough - Shelf stable probiotic (Formerly P3-OM) - NEW   120 Cap</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'305007,3269,shopify,continue,manual,104,124.8,TRUE,TRUE,'850064051278,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,56.99,active
8.50E+11,BiOptimizers   Masszymes - Advanced Enzyme Formula - NEW   250 Cap,<p>BiOptimizers   Masszymes - Advanced Enzyme Formula - NEW   250 Cap</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'305002,3269,shopify,continue,manual,85.99,103.19,TRUE,TRUE,'850064051261,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.99,active
8.50E+11,Health Garden - NEW BRAND!   ORGANIC Date Sugar   453g/ 1 lbs,<p>Health Garden - NEW BRAND!   ORGANIC Date Sugar   453g/ 1 lbs</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'307602,3269,shopify,continue,manual,22.48,26.98,TRUE,TRUE,'850011986288,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13.49,active
8.45E+11,FOUR SIGMATIC   Four Sigmatic Blender Bottle - Red   28 oz,<p>FOUR SIGMATIC   Four Sigmatic Blender Bottle - Red   28 oz</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'200956,3269,shopify,continue,manual,14.83,17.8,TRUE,TRUE,'844760000104,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,10.6,active
8.17E+11,FOUR SIGMATIC   Focus Organic Creamer with L-Theanine & Lion's Mane Mushroom - Chocolate   120 g / 4.23 oz.,<p>FOUR SIGMATIC   Focus Organic Creamer with L-Theanine &amp; Lion's Mane Mushroom - Chocolate   120 g / 4.23 oz.</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'200630,3269,shopify,continue,manual,23.99,28.79,TRUE,TRUE,'816897023707,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,15.62,active
8.17E+11,FOUR SIGMATIC   Focus Organic Creamer with L-Theanine & Lion's Mane Mushroom - Vanilla   120 g / 4.23 oz.,<p>FOUR SIGMATIC   Focus Organic Creamer with L-Theanine &amp; Lion's Mane Mushroom - Vanilla   120 g / 4.23 oz.</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'200620,3269,shopify,continue,manual,23.99,28.79,TRUE,TRUE,'816897023684,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,15.62,active
8.14E+11,Kurundu - NEW BRAND   CeySulin - Organic Celyon Cinnamon   180 caps/ 500 mg,<p>Kurundu - NEW BRAND   CeySulin - Organic Celyon Cinnamon   180 caps/ 500 mg</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'260020,3269,shopify,continue,manual,40,48,TRUE,TRUE,'813769000941,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,22,active
8.06E+11,YUPIK   Organic Filberts (Hazelnuts)   1 kg / 2.2lbs,<p>YUPIK   Organic Filberts (Hazelnuts)   1 kg / 2.2lbs</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907016,3269,shopify,continue,manual,40.94,49.13,TRUE,TRUE,'805509300558,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.65,active
8.06E+11,"YUPIK   Organic Peanuts, Split, Dry, Roasted   1 kg / 2.2lbs","<p>YUPIK   Organic Peanuts, Split, Dry, Roasted   1 kg / 2.2lbs</p>",Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907015,3269,shopify,continue,manual,23.99,28.79,TRUE,TRUE,'805509300534,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,17.63,active
8.06E+11,Elan Organics   Sweet and Salty Mix   150 g,<p>Elan Organics   Sweet and Salty Mix   150 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907123,3269,shopify,continue,manual,5.99,7.19,TRUE,TRUE,'805509093307,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active
8.06E+11,Elan Organics   Matcha Green Tea Powder   250 g,<p>Elan Organics   Matcha Green Tea Powder   250 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907141,3269,shopify,continue,manual,29.39,35.27,TRUE,TRUE,'805509085707,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,20.99,active
8.06E+11,Elan Organics   Raw Hemp Seeds   165 g,<p>Elan Organics   Raw Hemp Seeds   165 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907139,3269,shopify,continue,manual,8.99,10.79,TRUE,TRUE,'805509084953,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.29,active
8.06E+11,Elan Organics   Rainforest Mix   150 g,<p>Elan Organics   Rainforest Mix   150 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907122,3269,shopify,continue,manual,5.99,7.19,TRUE,TRUE,'805509083215,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.19,active
8.06E+11,Elan Organics   Raw Pistachios   135 g,<p>Elan Organics   Raw Pistachios   135 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907117,3269,shopify,continue,manual,9.99,11.99,TRUE,TRUE,'805509082478,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,6.99,active
8.06E+11,Elan Organics   Dried Cranberries   175 g,<p>Elan Organics   Dried Cranberries   175 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'907129,3269,shopify,continue,manual,4.99,5.99,TRUE,TRUE,'805509080405,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.49,active
7.88E+11,Alcami Elements   Life Enhancing Blend - MATCHA   180 g,<p>Alcami Elements   Life Enhancing Blend - MATCHA   180 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'100752,3269,shopify,continue,manual,57.99,69.59,TRUE,TRUE,'788364734228,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34.99,active
7.88E+11,Alcami Elements   Life Enhancing Blend - CACAO   180 g,<p>Alcami Elements   Life Enhancing Blend - CACAO   180 g</p>,Raw Elements,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'100751,3269,shopify,continue,manual,57.99,69.59,TRUE,TRUE,'788364734211,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34.99,active
